exit,horizon,instance,order,search,solved,total,trivial,valid,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_distinct,gc_exact_sccs,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pairs_weight,gc_proven,gc_sccs,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated
0,6,nomystery-sat11-strips/p12,relaxed,0.511872,True,0.527248,False,True,,,,,,,,,,,,,,,,,,
0,8,nomystery-sat11-strips/p14,goal_chains,7.98733,True,8.04332,False,True,0,54,0.0004167,9,25,3,9,0,5,66,2,45,3,18,0,0.000887283,0,6
0,9,nomystery-sat11-strips/p14,linear,7.85852,True,7.91597,False,True,,,,,,,,,,,,,,,,,,
0,9,nomystery-sat11-strips/p14,relaxed,15.4051,True,15.4647,False,True,,,,,,,,,,,,,,,,,,
0,9,nomystery-sat11-strips/p15,goal_chains,27.5766,True,27.6484,False,True,0,64,0.000480738,10,30,1,10,0,15,83,2,54,1,16,0,0.00141446,0,6
0,11,nomystery-sat11-strips/p15,linear,30.0671,True,30.1437,False,True,,,,,,,,,,,,,,,,,,
0,10,nomystery-sat11-strips/p15,relaxed,26.0709,True,26.1504,False,True,,,,,,,,,,,,,,,,,,
0,10,nomystery-sat11-strips/p18,goal_chains,56.5831,True,56.6669,False,True,0,69,0.000584817,13,35,4,13,0,8,147,2,55,4,21,0,0.00146346,0,8
0,13,nomystery-sat11-strips/p18,linear,368.118,True,368.213,False,True,,,,,,,,,,,,,,,,,,
0,11,nomystery-sat11-strips/p18,relaxed,42.0941,True,42.1851,False,True,,,,,,,,,,,,,,,,,,
0,3,openstacks-opt08-strips/p04,goal_chains,0.0156801,True,0.0228455,False,True,0,34,0.000200739,8,25,0,8,0,1,0,3.25,26,0,25,0,0.000277261,0,0
0,5,openstacks-opt08-strips/p04,linear,0.0409524,True,0.0481774,False,True,,,,,,,,,,,,,,,,,,
0,4,openstacks-opt08-strips/p04,relaxed,0.0971369,True,0.103087,False,True,,,,,,,,,,,,,,,,,,
0,4,openstacks-opt08-strips/p11,goal_chains,1.29028,True,1.31186,False,True,0,69,0.000750294,15,46,0,15,0,1,0,3.6,54,0,46,0,0.000939493,0,0
0,7,openstacks-opt08-strips/p11,linear,15.3346,True,15.3574,False,True,,,,,,,,,,,,,,,,,,
0,6,openstacks-opt08-strips/p11,relaxed,46.5773,True,46.6006,False,True,,,,,,,,,,,,,,,,,,
0,4,openstacks-opt08-strips/p12,goal_chains,0.804991,True,0.820606,False,True,0,73,0.00115134,16,49,0,16,0,1,0,3.5625,57,0,49,0,0.00146636,0,0
0,7,openstacks-opt08-strips/p12,linear,23.9323,True,23.9462,False,True,,,,,,,,,,,,,,,,,,
0,6,openstacks-opt08-strips/p12,relaxed,62.9665,True,62.9803,False,True,,,,,,,,,,,,,,,,,,
0,5,openstacks-opt08-strips/p13,goal_chains,5.97433,True,6.06096,False,True,0,77,0.00149504,17,52,0,17,0,1,0,3.52941,60,0,52,0,0.00180679,0,0
0,7,openstacks-opt08-strips/p13,linear,37.1826,True,37.2436,False,True,,,,,,,,,,,,,,,,,,
0,6,openstacks-opt08-strips/p13,relaxed,130.504,True,130.575,False,True,,,,,,,,,,,,,,,,,,
0,4,openstacks-opt08-strips/p14,goal_chains,3.09047,True,3.12335,False,True,0,84,0.00155468,18,55,0,18,0,1,0,3.66667,66,0,55,0,0.001845,0,0
0,7,openstacks-opt08-strips/p14,linear,35.452,True,35.4869,False,True,,,,,,,,,,,,,,,,,,
0,6,openstacks-opt08-strips/p14,relaxed,78.8122,True,78.8441,False,True,,,,,,,,,,,,,,,,,,
0,5,openstacks-opt08-strips/p15,goal_chains,14.6015,True,14.6867,False,True,0,86,0.00133323,19,58,0,19,0,1,0,3.52632,67,0,58,0,0.00157668,0,0
0,7,openstacks-opt08-strips/p15,linear,45.6068,True,45.7276,False,True,,,,,,,,,,,,,,,,,,
0,6,openstacks-opt08-strips/p15,relaxed,172.461,True,172.561,False,True,,,,,,,,,,,,,,,,,,
0,5,openstacks-opt08-strips/p16,goal_chains,7.29314,True,7.40488,False,True,0,94,0.00213617,20,61,1,20,0,6,0,3.7,74,1,56,0,0.00267503,0,1
23,,openstacks-opt08-strips/p16,linear,,False,,False,,,,,,,,,,,,,,,,,,,
23,,openstacks-opt08-strips/p16,relaxed,,False,,False,,,,,,,,,,,,,,,,,,,
0,3,parcprinter-08-strips/p04,goal_chains,0.0166192,True,0.037589,False,True,0,79,0.000843562,12,33,2,12,0,16,27,4.75,67,2,16,0,0.00242916,0,8
0,5,parcprinter-08-strips/p04,linear,0.0251829,True,0.045156,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p04,relaxed,0.0106257,True,0.0305676,False,True,,,,,,,,,,,,,,,,,,
0,3,parcprinter-08-strips/p07,goal_chains,0.0320595,True,0.128625,False,True,0,142,0.00203586,21,60,3,21,0,24,48,5,121,3,31,0,0.00806021,0,16
0,5,parcprinter-08-strips/p07,linear,0.0421715,True,0.129146,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p07,relaxed,0.0195172,True,0.106443,False,True,,,,,,,,,,,,,,,,,,
0,4,parcprinter-08-strips/p09,goal_chains,0.048762,True,0.197976,False,True,0,188,0.00182888,27,70,6,27,0,17,62,4.62963,161,6,43,0,0.00498002,0,20
0,5,parcprinter-08-strips/p09,linear,0.0505748,True,0.189355,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p09,relaxed,0.0217719,True,0.186225,False,True,,,,,,,,,,,,,,,,,,
0,3,parcprinter-08-strips/p10,goal_chains,0.0365193,True,0.243427,False,True,0,211,0.00199872,30,75,8,30,0,11,69,4.5,181,8,53,0,0.00587398,0,21
0,6,parcprinter-08-strips/p10,linear,0.0879464,True,0.278544,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p10,relaxed,0.0233963,True,0.223484,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p14,goal_chains,0.0261909,True,0.0652176,False,True,0,84,0.00173643,12,35,0,12,0,1,50,5.91667,72,0,35,0,0.00235542,0,0
0,3,parcprinter-08-strips/p14,linear,0.0333615,True,0.0710596,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p14,relaxed,0.0344887,True,0.0700773,False,True,,,,,,,,,,,,,,,,,,
0,5,parcprinter-08-strips/p20,goal_chains,0.717266,True,1.16428,False,True,0,224,0.00608461,31,87,0,31,0,1,128,6.03226,193,0,87,0,0.0117374,0,0
0,7,parcprinter-08-strips/p20,linear,1.3268,True,1.75836,False,True,,,,,,,,,,,,,,,,,,
0,4,parcprinter-08-strips/p20,relaxed,0.760872,True,1.18249,False,True,,,,,,,,,,,,,,,,,,
0,2,parcprinter-08-strips/p28,goal_chains,0.0206278,True,0.112753,False,True,0,185,0.00129051,24,49,5,24,0,13,34,4.70833,161,5,21,0,0.00489094,0,29
0,4,parcprinter-08-strips/p28,linear,0.026524,True,0.109623,False,True,,,,,,,,,,,,,,,,,,
0,3,parcprinter-08-strips/p28,relaxed,0.026329,True,0.11653,False,True,,,,,,,,,,,,,,,,,,
0,2,pathways-noneg/p04,goal_chains,0.00859665,True,0.0657213,False,True,0,8,0.000135564,4,8,0,4,0,1,87,3,4,0,8,0,0.000857813,0,0
0,4,pathways-noneg/p04,linear,0.017323,True,0.0736738,False,True,,,,,,,,,,,,,,,,,,
0,2,pathways-noneg/p04,relaxed,0.0090541,True,0.0684945,False,True,,,,,,,,,,,,,,,,,,
0,4,pathways-noneg/p10,goal_chains,0.0976115,True,1.67879,False,True,0,28,0.000537367,14,28,0,14,0,1,265,3,14,0,28,0,0.0114085,0,0
0,7,pathways-noneg/p10,linear,0.454683,True,2.00413,False,True,,,,,,,,,,,,,,,,,,
0,3,pathways-noneg/p10,relaxed,0.122152,True,1.72295,False,True,,,,,,,,,,,,,,,,,,
23,,pathways-noneg/p14,goal_chains,,False,,False,,0,36,0.00079965,18,36,0,18,0,1,292,3,18,0,36,0,0.0138456,0,0
23,,pathways-noneg/p14,linear,,False,,False,,,,,,,,,,,,,,,,,,,
0,5,pathways-noneg/p14,relaxed,216.628,True,219.255,False,True,,,,,,,,,,,,,,,,,,
0,6,pathways-noneg/p25,goal_chains,2.84766,True,45.4727,False,True,0,66,0.00228181,33,66,0,33,0,1,592,3,33,0,66,0,0.0738181,0,0
0,9,pathways-noneg/p25,linear,5.20087,True,47.9438,False,True,,,,,,,,,,,,,,,,,,
0,5,pathways-noneg/p25,relaxed,2.44292,True,49.2826,False,True,,,,,,,,,,,,,,,,,,
0,6,pathways-noneg/p26,goal_chains,3.8843,True,42.0445,False,True,0,68,0.00260996,34,68,0,34,0,1,617,3,34,0,68,0,0.0913787,0,0
0,9,pathways-noneg/p26,linear,9.18798,True,47.5761,False,True,,,,,,,,,,,,,,,,,,
0,6,pathways-noneg/p26,relaxed,10.2342,True,49.5725,False,True,,,,,,,,,,,,,,,,,,
0,5,pathways-noneg/p28,goal_chains,1.75127,True,47.87,False,True,0,74,0.00276401,37,74,0,37,0,1,617,3,37,0,74,0,0.0884617,0,0
0,9,pathways-noneg/p28,linear,5.52029,True,52.198,False,True,,,,,,,,,,,,,,,,,,
0,5,pathways-noneg/p28,relaxed,2.46697,True,53.0518,False,True,,,,,,,,,,,,,,,,,,
0,7,pathways-noneg/p29,goal_chains,492.216,True,518.575,False,True,0,78,0.00261983,39,78,0,39,0,1,519,3,39,0,78,0,0.0510281,0,0
0,9,pathways-noneg/p29,linear,8.33694,True,33.8371,False,True,,,,,,,,,,,,,,,,,,
23,,pathways-noneg/p29,relaxed,,False,,False,,,,,,,,,,,,,,,,,,,
0,6,pathways/p26,goal_chains,6.7826,True,22.0757,False,True,0,68,0.00256215,34,68,0,34,0,1,619,3,34,0,68,0,0.0860332,0,0
0,9,pathways/p26,linear,9.11858,True,25.7735,False,True,,,,,,,,,,,,,,,,,,
0,6,pathways/p26,relaxed,11.7053,True,29.5124,False,True,,,,,,,,,,,,,,,,,,
0,3,pegsol-08-strips/p22,goal_chains,0.0319759,True,0.0654743,False,True,0,94,0.00442323,33,31,2,33,0,17,46,6.45455,61,2,11,0,0.00651246,0,6
0,2,pegsol-08-strips/p22,linear,0.0126209,True,0.0471553,False,True,,,,,,,,,,,,,,,,,,
0,4,pegsol-08-strips/p22,relaxed,0.184014,True,0.217376,False,True,,,,,,,,,,,,,,,,,,
0,2,pipesworld-notankage/p06-net1-b10-g6,goal_chains,2.70544,True,2.85642,False,True,18,25,1.35869,6,19,0,6,0,1,349,28.5,19,0,19,0,1.36189,0,0
0,3,pipesworld-notankage/p06-net1-b10-g6,linear,0.867887,True,1.01096,False,True,,,,,,,,,,,,,,,,,,
0,2,pipesworld-notankage/p06-net1-b10-g6,relaxed,1.49115,True,1.66141,False,True,,,,,,,,,,,,,,,,,,
0,4,pipesworld-notankage/p11-net2-b10-g2,goal_chains,34.9498,True,36.9104,False,True,0,8,0.0572857,2,7,1,2,0,2,793,22,6,1,6,0,0.0921491,0,1
0,7,pipesworld-notankage/p11-net2-b10-g2,linear,14.5724,True,16.1849,False,True,,,,,,,,,,,,,,,,,,
0,4,pipesworld-notankage/p11-net2-b10-g2,relaxed,22.4159,True,24.1629,False,True,,,,,,,,,,,,,,,,,,
0,3,psr-small/p06-s10-n1-l4-f50,goal_chains,0.00466926,True,0.00800929,False,True,0,7,3.6267e-05,3,3,0,3,0,1,7,4,4,0,3,0,6.3311e-05,0,0
0,3,psr-small/p06-s10-n1-l4-f50,linear,0.00564516,True,0.00876219,False,True,,,,,,,,,,,,,,,,,,
0,3,psr-small/p06-s10-n1-l4-f50,relaxed,0.00466205,True,0.0074106,False,True,,,,,,,,,,,,,,,,,,
0,5,psr-small/p11-s18-n2-l2-f50,goal_chains,0.0126247,True,0.0159009,False,True,0,23,0.000122676,5,7,0,5,0,1,17,5.8,18,0,7,0,0.000171685,0,0
0,5,psr-small/p11-s18-n2-l2-f50,linear,0.0102681,True,0.0138807,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p11-s18-n2-l2-f50,relaxed,0.0147833,True,0.0168402,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p12-s21-n2-l3-f30,goal_chains,0.0199405,True,0.0234564,False,True,0,26,0.000122747,6,5,1,6,0,3,18,5.33333,20,1,3,0,0.000371595,0,6
0,6,psr-small/p12-s21-n2-l3-f30,linear,0.0175632,True,0.0211494,False,True,,,,,,,,,,,,,,,,,,
0,7,psr-small/p12-s21-n2-l3-f30,relaxed,0.0263153,True,0.0302872,False,True,,,,,,,,,,,,,,,,,,
0,7,psr-small/p16-s29-n2-l5-f30,goal_chains,0.108443,True,0.11649,False,True,0,5,0.00014417,1,4,1,2,0,2,51,20,4,1,3,0,0.000307441,0,1
0,6,psr-small/p16-s29-n2-l5-f30,linear,0.0498097,True,0.0577111,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p16-s29-n2-l5-f30,relaxed,0.0546661,True,0.061527,False,True,,,,,,,,,,,,,,,,,,
0,3,psr-small/p23-s38-n3-l3-f50,goal_chains,0.00788844,True,0.0128729,False,True,0,34,0.000205492,8,6,0,8,0,1,28,6.25,26,0,6,0,0.000268608,0,0
0,3,psr-small/p23-s38-n3-l3-f50,linear,0.00708702,True,0.01088,False,True,,,,,,,,,,,,,,,,,,
0,3,psr-small/p23-s38-n3-l3-f50,relaxed,0.00639414,True,0.0103208,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p26-s41-n3-l4-f30,goal_chains,0.0243086,True,0.0271351,False,True,0,37,0.000212695,7,6,1,7,0,4,20,6.14286,30,1,3,0,0.000525816,0,7
0,6,psr-small/p26-s41-n3-l4-f30,linear,0.0288606,True,0.0326619,False,True,,,,,,,,,,,,,,,,,,
0,7,psr-small/p26-s41-n3-l4-f30,relaxed,0.0302831,True,0.0337354,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p32-s50-n4-l2-f50,goal_chains,0.027178,True,0.031269,False,True,0,46,0.000350252,7,9,1,7,0,5,25,7.57143,39,1,5,0,0.000681368,0,7
0,5,psr-small/p32-s50-n4-l2-f50,linear,0.0161444,True,0.0215122,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p32-s50-n4-l2-f50,relaxed,0.019645,True,0.02522,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p33-s51-n4-l2-f70,goal_chains,0.051117,True,0.0606913,False,True,0,6,0.000226336,1,6,0,2,0,1,61,25,5,0,6,0,0.000353172,0,0
0,7,psr-small/p33-s51-n4-l2-f70,linear,0.139672,True,0.149411,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p33-s51-n4-l2-f70,relaxed,0.0692728,True,0.07804,False,True,,,,,,,,,,,,,,,,,,
0,5,psr-small/p34-s55-n4-l3-f70,goal_chains,0.0172878,True,0.0221542,False,True,0,45,0.000312376,7,9,0,7,0,1,21,7.28571,38,0,9,0,0.000377994,0,0
0,5,psr-small/p34-s55-n4-l3-f70,linear,0.0124366,True,0.0171136,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p34-s55-n4-l3-f70,relaxed,0.0183555,True,0.0236652,False,True,,,,,,,,,,,,,,,,,,
0,5,psr-small/p45-s94-n4-l3-f50,goal_chains,0.0227164,True,0.0265462,False,True,0,51,0.000377685,8,9,0,8,0,1,25,7.375,43,0,9,0,0.000446697,0,0
0,6,psr-small/p45-s94-n4-l3-f50,linear,0.0350507,True,0.0399995,False,True,,,,,,,,,,,,,,,,,,
0,7,psr-small/p45-s94-n4-l3-f50,relaxed,0.0405296,True,0.0457005,False,True,,,,,,,,,,,,,,,,,,
0,14,psr-small/p46-s97-n5-l2-f30,goal_chains,4.80112,True,4.81238,False,True,0,9,0.000440278,1,7,1,2,0,3,61,31,8,1,5,0,0.000728997,0,2
0,11,psr-small/p46-s97-n5-l2-f30,linear,1.78097,True,1.7926,False,True,,,,,,,,,,,,,,,,,,
0,13,psr-small/p46-s97-n5-l2-f30,relaxed,2.84076,True,2.85294,False,True,,,,,,,,,,,,,,,,,,
0,8,psr-small/p47-s98-n5-l2-f50,goal_chains,0.488294,True,0.495218,False,True,0,81,0.000725483,11,10,1,11,0,8,39,8.54545,70,1,3,0,0.00163319,0,11
0,6,psr-small/p47-s98-n5-l2-f50,linear,0.0506145,True,0.0571626,False,True,,,,,,,,,,,,,,,,,,
0,9,psr-small/p47-s98-n5-l2-f50,relaxed,0.360103,True,0.367996,False,True,,,,,,,,,,,,,,,,,,
0,8,psr-small/p48-s101-n5-l3-f30,goal_chains,1.78822,True,1.81809,False,True,0,147,0.00252736,19,16,1,19,0,4,98,9,128,1,13,0,0.00302337,0,3
0,10,psr-small/p48-s101-n5-l3-f30,linear,1.75187,True,1.78546,False,True,,,,,,,,,,,,,,,,,,
0,11,psr-small/p48-s101-n5-l3-f30,relaxed,3.27543,True,3.30659,False,True,,,,,,,,,,,,,,,,,,
0,14,psr-small/p49-s105-n6-l2-f30,goal_chains,14.8399,True,14.8723,False,True,5,207,0.0816866,21,17,1,21,0,14,110,10,186,1,4,0,0.089356,0,47
0,12,psr-small/p49-s105-n6-l2-f30,linear,5.55378,True,5.5831,False,True,,,,,,,,,,,,,,,,,,
0,14,psr-small/p49-s105-n6-l2-f30,relaxed,12.1634,True,12.1925,False,True,,,,,,,,,,,,,,,,,,
0,5,psr-small/p50-s107-n6-l2-f70,goal_chains,0.0335703,True,0.0413982,False,True,0,83,0.00131911,10,11,0,10,0,1,32,9.1,73,0,11,0,0.00147648,0,0
0,4,psr-small/p50-s107-n6-l2-f70,linear,0.0149668,True,0.0209847,False,True,,,,,,,,,,,,,,,,,,
0,6,psr-small/p50-s107-n6-l2-f70,relaxed,0.0260524,True,0.0335231,False,True,,,,,,,,,,,,,,,,,,
0,2,rovers/p05,goal_chains,0.00416616,True,0.017126,False,True,0,8,2.0131e-05,4,8,0,4,0,1,3,2,4,0,8,0,5.0816e-05,0,0
0,2,rovers/p05,linear,0.00417178,True,0.0171523,False,True,,,,,,,,,,,,,,,,,,
0,2,rovers/p05,relaxed,0.00417079,True,0.0170063,False,True,,,,,,,,,,,,,,,,,,
0,4,rovers/p27,goal_chains,0.402007,True,5.10903,False,True,0,32,0.000171425,16,32,0,16,0,1,154,2,16,0,32,0,0.000812618,0,0
0,3,rovers/p27,linear,0.0936121,True,4.81558,False,True,,,,,,,,,,,,,,,,,,
0,3,rovers/p27,relaxed,0.138891,True,4.71685,False,True,,,,,,,,,,,,,,,,,,
0,3,rovers/p28,goal_chains,0.0746153,True,11.843,False,True,0,28,0.000193199,14,28,0,14,0,1,190,2,14,0,28,0,0.000920416,0,0
0,2,rovers/p28,linear,0.0802545,True,10.2187,False,True,,,,,,,,,,,,,,,,,,
0,2,rovers/p28,relaxed,0.16271,True,12.3273,False,True,,,,,,,,,,,,,,,,,,
0,2,rovers/p29,goal_chains,0.0555493,True,17.7439,False,True,0,20,0.000211992,10,20,0,10,0,1,247,2,10,0,20,0,0.00125026,0,0
0,2,rovers/p29,linear,0.0193107,True,16.8974,False,True,,,,,,,,,,,,,,,,,,
0,2,rovers/p29,relaxed,0.0792003,True,17.1038,False,True,,,,,,,,,,,,,,,,,,
0,3,rovers/p30,goal_chains,0.633681,True,26.835,False,True,0,38,0.000324308,19,38,0,19,0,1,321,2,19,0,38,0,0.00210361,0,0
0,3,rovers/p30,linear,19.4232,True,42.3681,False,True,,,,,,,,,,,,,,,,,,
0,3,rovers/p30,relaxed,140.624,True,165.496,False,True,,,,,,,,,,,,,,,,,,
0,4,rovers/p31,goal_chains,1.49615,True,17.6228,False,True,0,38,0.000359193,19,38,0,19,0,1,297,2,19,0,38,0,0.00209066,0,0
0,3,rovers/p31,linear,0.538584,True,14.8013,False,True,,,,,,,,,,,,,,,,,,
0,3,rovers/p31,relaxed,0.716168,True,17.4016,False,True,,,,,,,,,,,,,,,,,,
23,,rovers/p37,goal_chains,,False,,False,,0,92,0.00157544,46,92,0,46,0,1,549,2,46,0,92,0,0.0115031,0,0
23,,rovers/p37,linear,,False,,False,,,,,,,,,,,,,,,,,,,
23,,rovers/p37,relaxed,,False,,False,,,,,,,,,,,,,,,,,,,
0,1,satellite/p04-pfile4,goal_chains,0.00511411,True,0.0128896,False,True,0,21,7.8821e-05,7,11,0,7,0,1,14,5.57143,14,0,11,0,0.00012536,0,0
0,2,satellite/p04-pfile4,linear,0.0049729,True,0.0151354,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p04-pfile4,relaxed,0.00439592,True,0.0145393,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p22-HC-pfile2,goal_chains,0.0103186,True,5.25203,False,True,0,129,0.00186418,43,49,0,43,0,1,256,13.7907,86,0,49,0,0.00292143,0,0
0,2,satellite/p22-HC-pfile2,linear,0.00888492,True,4.91818,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p22-HC-pfile2,relaxed,0.00893141,True,6.5798,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p23-HC-pfile3,goal_chains,0.023016,True,20.4527,False,True,0,141,0.00705859,47,53,0,47,0,1,521,23.1277,94,0,53,0,0.012612,0,0
0,2,satellite/p23-HC-pfile3,linear,0.0140542,True,15.3747,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p23-HC-pfile3,relaxed,0.0139395,True,16.3289,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p24-HC-pfile4,goal_chains,0.0310666,True,32.9631,False,True,0,198,0.0098523,66,68,0,66,0,1,745,24.2727,132,0,68,0,0.017831,0,0
0,2,satellite/p24-HC-pfile4,linear,0.0169347,True,31.7326,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p24-HC-pfile4,relaxed,0.0194613,True,34.143,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p25-HC-pfile5,goal_chains,0.0332985,True,59.9453,False,True,0,180,0.0125616,60,62,0,60,0,1,849,29.6667,120,0,62,0,0.0192711,0,0
0,2,satellite/p25-HC-pfile5,linear,0.0167112,True,54.8687,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p25-HC-pfile5,relaxed,0.0214414,True,64.993,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p26-HC-pfile6,goal_chains,0.0311548,True,63.9222,False,True,0,192,0.00991167,64,68,0,64,0,1,693,22.9062,128,0,68,0,0.0171051,0,0
0,2,satellite/p26-HC-pfile6,linear,0.0154798,True,63.724,False,True,,,,,,,,,,,,,,,,,,
0,1,satellite/p26-HC-pfile6,relaxed,0.0220064,True,69.4442,False,True,,,,,,,,,,,,,,,,,,
0,1,scanalyzer-08-strips/p04,goal_chains,0.886488,True,0.975884,False,True,0,16,0.0164111,8,14,0,16,0,1,882,17,8,0,14,0,0.017944,0,0
0,2,scanalyzer-08-strips/p04,linear,0.327571,True,0.426285,False,True,,,,,,,,,,,,,,,,,,
0,1,scanalyzer-08-strips/p04,relaxed,1.05003,True,1.14615,False,True,,,,,,,,,,,,,,,,,,
0,1,scanalyzer-08-strips/p05,goal_chains,0.95212,True,1.01434,False,True,0,22,0.0347894,8,20,0,16,0,1,876,17,14,0,20,0,0.0361585,0,0
0,3,scanalyzer-08-strips/p05,linear,11.3242,True,11.3779,False,True,,,,,,,,,,,,,,,,,,
0,2,scanalyzer-08-strips/p05,relaxed,4.37212,True,4.44541,False,True,,,,,,,,,,,,,,,,,,
0,1,scanalyzer-08-strips/p07,goal_chains,8.37183,True,8.72447,False,True,0,20,0.0791426,10,18,0,20,0,1,2232,21,10,0,18,0,0.084163,0,0
0,2,scanalyzer-08-strips/p07,linear,9.77612,True,10.1453,False,True,,,,,,,,,,,,,,,,,,
0,1,scanalyzer-08-strips/p07,relaxed,8.17723,True,8.52171,False,True,,,,,,,,,,,,,,,,,,
0,2,scanalyzer-08-strips/p11,goal_chains,147.426,True,148.076,False,True,6,34,3.7798,12,32,0,24,0,1,4720,23.8333,22,0,32,0,3.79283,0,0
0,2,scanalyzer-08-strips/p11,linear,114.815,True,115.454,False,True,,,,,,,,,,,,,,,,,,
0,2,scanalyzer-08-strips/p11,relaxed,92.9636,True,93.7271,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-10-2,goal_chains,0.047125,True,0.298337,False,True,0,10,0.0012313,10,10,0,10,0,1,171,8.9,0,0,10,0,0.00267591,0,0
0,2,schedule/probschedule-10-2,linear,0.0218812,True,0.260152,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-10-2,relaxed,0.0638154,True,0.327713,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-12-2,goal_chains,0.0623366,True,0.569783,False,True,0,12,0.00140064,12,12,0,12,0,1,205,9.91667,0,0,12,0,0.00325521,0,0
0,2,schedule/probschedule-12-2,linear,0.0502959,True,0.576574,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-12-2,relaxed,0.173106,True,0.705097,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-13-0,goal_chains,0.0621856,True,0.67649,False,True,0,13,0.00158091,13,13,0,13,0,1,222,10.3077,0,0,13,0,0.00370913,0,0
0,2,schedule/probschedule-13-0,linear,0.0495595,True,0.727252,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-13-0,relaxed,0.0671446,True,0.652656,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-3-0,goal_chains,0.00890159,True,0.0221284,False,True,0,3,0.00020162,3,3,0,3,0,1,52,12.6667,0,0,3,0,0.00035263,0,0
0,1,schedule/probschedule-3-0,linear,0.00622063,True,0.0200838,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-3-0,relaxed,0.00968757,True,0.0228882,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-3-2,goal_chains,0.00726508,True,0.0207566,False,True,0,3,0.000144453,3,3,0,3,0,1,52,10.3333,0,0,3,0,0.000263014,0,0
0,1,schedule/probschedule-3-2,linear,0.00666853,True,0.0205728,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-3-2,relaxed,0.00845049,True,0.0220099,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-4-0,goal_chains,0.0119202,True,0.0310937,False,True,0,4,0.000206475,4,4,0,4,0,1,69,8.75,0,0,4,0,0.000396531,0,0
0,1,schedule/probschedule-4-0,linear,0.00751722,True,0.0261569,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-4-0,relaxed,0.0133593,True,0.0329668,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-4-2,goal_chains,0.00896778,True,0.025734,False,True,0,4,0.000178287,4,4,0,4,0,1,69,7.75,0,0,4,0,0.000350333,0,0
0,1,schedule/probschedule-4-2,linear,0.00801794,True,0.0256706,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-4-2,relaxed,0.00913442,True,0.0244193,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-5-0,goal_chains,0.0160872,True,0.0544333,False,True,0,5,0.000278861,5,4,0,5,0,1,87,10,0,0,4,0,0.000552011,0,0
0,1,schedule/probschedule-5-0,linear,0.00807852,True,0.0497428,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-5-0,relaxed,0.0148034,True,0.0553749,False,True,,,,,,,,,,,,,,,,,,
0,2,schedule/probschedule-5-1,goal_chains,0.0158444,True,0.0568839,False,True,0,5,0.00028555,5,5,0,5,0,1,86,10,0,0,5,0,0.000565751,0,0
0,1,schedule/probschedule-5-1,linear,0.0105154,True,0.0535875,False,True,,,,,,,,,,,,,,,,,,
