batch,exit,horizon,instance,order,search,solved,total,trivial,valid,gc_alternatives,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_deep_fallbacks,gc_distinct,gc_exact_sccs,gc_explored_states,gc_factors_covered,gc_factors_with_moves,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pair_chains,gc_pairs_weight,gc_proven,gc_sccs,gc_selection_rounds,gc_skipped_budget,gc_subgoal_chains,gc_switches,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated,gc_work
full2,0,4,psr-small/p32-s50-n4-l2-f50,gc3,0.033905,True,0.0383553,False,True,18,0,334,0.0120892,18,0,19,1,5861,19,19,7,0,18,15,16.5556,11,316,1,2,0,0,0,0,0,0.0320904,0,40,101494
full2,0,4,psr-small/p32-s50-n4-l2-f50,gc3_w20M,0.0327055,True,0.0385888,False,True,18,0,334,0.00648572,18,0,19,1,5861,19,19,7,0,18,15,16.5556,11,316,1,2,0,0,0,0,0,0.0228515,0,40,101494
full2,0,2,psr-small/p33-s51-n4-l2-f70,gc3,0.0189519,True,0.0262657,False,True,2,0,42,0.00792004,2,0,18,1,5604,22,23,2,0,17,49,32.5,1,40,1,2,0,0,0,0,0,0.0087948,0,2,110841
full2,0,2,psr-small/p33-s51-n4-l2-f70,gc3_w20M,0.0180841,True,0.0261756,False,True,2,0,42,0.00752384,2,0,18,1,5604,22,23,2,0,17,49,32.5,1,40,1,2,0,0,0,0,0,0.00841887,0,2,110841
full2,0,2,psr-small/p34-s55-n4-l3-f70,gc3,0.0180744,True,0.0228316,False,True,18,0,294,0.00320515,18,0,17,1,3050,18,18,7,0,17,13,15.5556,11,276,1,1,0,0,0,0,0,0.0129533,0,16,44087
full2,0,2,psr-small/p34-s55-n4-l3-f70,gc3_w20M,0.0184563,True,0.0238487,False,True,18,0,294,0.00344103,18,0,17,1,3050,18,18,7,0,17,13,15.5556,11,276,1,1,0,0,0,0,0,0.0129113,0,16,44087
full2,0,2,psr-small/p45-s94-n4-l3-f50,gc3,0.0279762,True,0.0337336,False,True,21,0,321,0.00612138,21,0,15,1,5484,19,19,8,0,15,19,16.4286,13,300,1,1,0,0,0,0,0,0.0220826,0,18,83802
full2,0,2,psr-small/p45-s94-n4-l3-f50,gc3_w20M,0.0284966,True,0.0332621,False,True,21,0,321,0.00611378,21,0,15,1,5484,19,19,8,0,15,19,16.4286,13,300,1,1,0,0,0,0,0,0.022549,0,18,83802
full2,0,11,psr-small/p46-s97-n5-l2-f30,gc3,2.8937,True,2.90532,False,True,2,10,27,0.125237,2,0,14,1,99638,28,28,2,0,8,54,35.5,1,25,1,7,0,0,0,0,0,0.125844,0,5,1522403
full2,0,11,psr-small/p46-s97-n5-l2-f30,gc3_w20M,2.81462,True,2.82517,False,True,2,10,27,0.119878,2,0,14,1,99638,28,28,2,0,8,54,35.5,1,25,1,7,0,0,0,0,0,0.120542,0,5,1522403
full2,0,4,psr-small/p47-s98-n5-l2-f50,gc3,0.108006,True,0.115798,False,True,30,0,534,0.0560181,30,0,19,1,50592,24,24,11,0,19,30,20.7,19,504,1,1,0,0,0,0,0,0.0903719,0,60,895204
full2,0,4,psr-small/p47-s98-n5-l2-f50,gc3_w20M,0.109761,True,0.116326,False,True,30,0,534,0.0553842,30,0,19,1,50592,24,24,11,0,19,30,20.7,19,504,1,1,0,0,0,0,0,0.0914314,0,60,895204
full2,0,4,psr-small/p48-s101-n5-l3-f30,gc3,0.456917,True,0.487384,False,True,19,15,263,0.365771,19,3,32,1,289342,36,36,19,0,31,82,21.6316,0,244,1,2,0,38,0,0,0,0.378883,0,13,5024853
full2,0,4,psr-small/p48-s101-n5-l3-f30,gc3_w20M,1.77474,True,1.80633,False,True,26,70,476,1.63624,26,0,34,1,1213032,36,36,19,0,33,80,26.8846,7,450,1,2,0,28,0,0,0,1.69178,0,28,20961768
full2,0,11,psr-small/p49-s105-n6-l2-f30,gc3,6.88512,True,6.91331,False,True,21,27,257,0.416323,21,3,34,1,331256,40,40,21,0,34,93,13.5714,0,236,1,1,0,42,0,0,0,0.47633,0,52,5887971
full2,0,9,psr-small/p49-s105-n6-l2-f30,gc3_w20M,5.77722,True,5.80431,False,True,24,132,473,1.82622,24,0,39,1,1535502,40,40,21,0,39,88,28.875,3,449,1,1,0,36,0,0,0,2.16768,0,74,21025420
full2,0,2,psr-small/p50-s107-n6-l2-f70,gc3,0.0366712,True,0.0430732,False,True,27,0,465,0.0182753,27,0,19,1,13558,25,25,10,0,15,24,20.4815,17,438,1,5,0,0,0,0,0,0.0299779,0,22,261774
full2,0,2,psr-small/p50-s107-n6-l2-f70,gc3_w20M,0.0349144,True,0.041338,False,True,27,0,465,0.0170904,27,0,19,1,13558,25,25,10,0,15,24,20.4815,17,438,1,5,0,0,0,0,0,0.0286131,0,22,261774
full2,0,1,rovers/p05,gc3,0.00414365,True,0.0176669,False,True,6,0,18,9.7657e-05,6,0,10,0,53,10,11,4,0,1,1,3.66667,2,12,0,10,0,0,0,0,0,0.00014907,0,0,154
full2,0,1,rovers/p05,gc3_w20M,0.00414654,True,0.0161706,False,True,6,0,18,7.4059e-05,6,0,10,0,53,10,11,4,0,1,1,3.66667,2,12,0,10,0,0,0,0,0,0.00012144,0,0,154
full2,0,3,rovers/p27,gc3,0.146393,True,4.78364,False,True,42,0,136,0.0194867,42,0,36,0,5361,41,61,16,0,1,150,7.7381,26,94,0,36,0,0,0,0,0,0.0210564,0,0,162415
full2,0,3,rovers/p27,gc3_w20M,0.127496,True,4.18332,False,True,42,0,136,0.0177411,42,0,36,0,5361,41,61,16,0,1,150,7.7381,26,94,0,36,0,0,0,0,0,0.0192396,0,0,162415
full2,0,2,rovers/p28,gc3,0.13605,True,8.74645,False,True,36,0,116,0.0491519,36,0,32,0,9698,37,58,14,0,1,186,8.97222,22,80,0,32,0,0,0,0,0,0.050726,0,0,459139
full2,0,2,rovers/p28,gc3_w20M,0.12766,True,8.02008,False,True,36,0,116,0.0455166,36,0,32,0,9698,37,58,14,0,1,186,8.97222,22,80,0,32,0,0,0,0,0,0.0472901,0,0,459139
full2,0,2,rovers/p29,gc3,0.102328,True,16.3703,False,True,24,0,76,0.0448722,24,0,25,0,6613,29,65,10,0,1,242,9,14,52,0,25,0,0,0,0,0,0.0472144,0,0,384264
full2,0,2,rovers/p29,gc3_w20M,0.106717,True,16.6468,False,True,24,0,76,0.0464495,24,0,25,0,6613,29,65,10,0,1,242,9,14,52,0,25,0,0,0,0,0,0.0487452,0,0,384264
full2,0,3,rovers/p30,gc3,47.426,True,71.9085,False,True,51,0,166,0.134491,51,0,42,0,16529,48,77,19,0,1,317,9.84314,32,115,0,42,0,0,0,0,0,0.138149,0,0,1283845
full2,0,3,rovers/p30,gc3_w20M,44.5497,True,66.569,False,True,51,0,166,0.123107,51,0,42,0,16529,48,77,19,0,1,317,9.84314,32,115,0,42,0,0,0,0,0,0.126837,0,0,1283845
full2,0,3,rovers/p31,gc3,0.934911,True,17.0035,False,True,50,0,162,0.0843654,50,0,43,0,11044,48,82,19,0,1,292,8.62,31,112,0,43,0,0,0,0,0,0.0882058,0,0,674840
full2,0,3,rovers/p31,gc3_w20M,0.829629,True,15.0633,False,True,50,0,162,0.0779465,50,0,43,0,11044,48,82,19,0,1,292,8.62,31,112,0,43,0,0,0,0,0,0.0818584,0,0,674840
full2,23,,rovers/p37,gc3,,False,,False,,80,0,228,0.812323,80,0,94,0,36167,102,141,46,0,1,547,10.2875,34,148,0,94,0,52,0,0,0,0.831741,0,0,5042473
full2,23,,rovers/p37,gc3_w20M,,False,,False,,132,0,436,1.42514,132,0,96,0,62159,102,141,46,0,1,545,10.3712,86,304,0,96,0,0,0,0,0,1.44774,0,0,8588903
full2,0,1,satellite/p04-pfile4,gc3,0.00618323,True,0.017784,False,True,15,0,53,0.000387221,15,0,11,0,270,15,15,7,0,1,14,7.93333,8,38,0,11,0,0,0,0,0,0.000471343,0,0,1154
full2,0,1,satellite/p04-pfile4,gc3_w20M,0.00455424,True,0.0145551,False,True,15,0,53,0.000394888,15,0,11,0,270,15,15,7,0,1,14,7.93333,8,38,0,11,0,0,0,0,0,0.000474229,0,0,1154
full2,0,1,satellite/p22-HC-pfile2,gc3,0.029762,True,9.80097,False,True,120,0,437,0.0200814,120,0,49,0,20618,68,68,43,0,1,256,18.4917,77,317,0,49,0,0,0,0,0,0.0225851,0,0,136048
full2,0,1,satellite/p22-HC-pfile2,gc3_w20M,0.0331802,True,8.02806,False,True,120,0,437,0.0234757,120,0,49,0,20618,68,68,43,0,1,256,18.4917,77,317,0,49,0,0,0,0,0,0.025895,0,0,136048
full2,0,1,satellite/p23-HC-pfile3,gc3,0.143952,True,21.8378,False,True,132,0,481,0.123855,132,0,53,0,88814,90,90,47,0,1,521,29.8939,85,349,0,53,0,0,0,0,0,0.133499,0,0,702944
full2,0,1,satellite/p23-HC-pfile3,gc3_w20M,0.126812,True,15.409,False,True,132,0,481,0.107939,132,0,53,0,88814,90,90,47,0,1,521,29.8939,85,349,0,53,0,0,0,0,0,0.117294,0,0,702944
full2,0,1,satellite/p24-HC-pfile4,gc3,0.169647,True,34.6395,False,True,189,0,690,0.144201,189,0,68,0,106866,103,103,66,0,1,745,31.9206,123,501,0,68,0,0,0,0,0,0.156814,0,0,793020
full2,0,1,satellite/p24-HC-pfile4,gc3_w20M,0.167228,True,36.0197,False,True,189,0,690,0.141496,189,0,68,0,106866,103,103,66,0,1,745,31.9206,123,501,0,68,0,0,0,0,0,0.156364,0,0,793020
full2,0,1,satellite/p25-HC-pfile5,gc3,0.216467,True,53.1605,False,True,174,0,636,0.185919,174,0,62,0,138379,102,102,60,0,1,849,38.931,114,462,0,62,0,0,0,0,0,0.202023,0,0,1074348
full2,0,1,satellite/p25-HC-pfile5,gc3_w20M,0.229426,True,53.4911,False,True,174,0,636,0.199993,174,0,62,0,138379,102,102,60,0,1,849,38.931,114,462,0,62,0,0,0,0,0,0.215293,0,0,1074348
full2,0,1,satellite/p26-HC-pfile6,gc3,0.179308,True,66.5314,False,True,180,0,656,0.151492,180,0,68,0,114877,112,112,64,0,1,693,30.2611,116,476,0,68,0,0,0,0,0,0.166306,0,0,894578
full2,0,1,satellite/p26-HC-pfile6,gc3_w20M,0.19745,True,65.45,False,True,180,0,656,0.169828,180,0,68,0,114877,112,112,64,0,1,693,30.2611,116,476,0,68,0,0,0,0,0,0.1853,0,0,894578
full2,0,1,scanalyzer-08-strips/p04,gc3,1.32153,True,1.40024,False,True,37,0,84,0.071509,37,0,26,0,17902,16,16,16,0,1,870,11.0811,29,47,0,26,0,0,0,0,0,0.0734016,0,0,641359
full2,0,1,scanalyzer-08-strips/p04,gc3_w20M,1.40035,True,1.48646,False,True,37,0,84,0.072196,37,0,26,0,17902,16,16,16,0,1,870,11.0811,29,47,0,26,0,0,0,0,0,0.0739233,0,0,641359
full2,0,2,scanalyzer-08-strips/p05,gc3,5.73461,True,5.79205,False,True,26,6,100,0.564169,26,0,27,0,179911,16,16,16,0,1,869,11.2308,18,74,0,27,0,11,0,0,0,0.566066,0,0,7649499
full2,0,2,scanalyzer-08-strips/p05,gc3_w20M,11.4151,True,11.4762,False,True,34,24,140,1.4653,34,0,49,0,495853,16,16,16,0,1,847,10.2353,26,106,0,49,0,3,0,0,0,1.4674,0,0,20729440
full2,0,1,scanalyzer-08-strips/p07,gc3,6.99937,True,7.30972,False,True,34,3,76,0.463252,34,0,24,0,111653,20,20,20,0,1,2226,13.9706,24,42,0,24,0,13,0,0,0,0.470306,0,0,5053109
full2,0,1,scanalyzer-08-strips/p07,gc3_w20M,7.9303,True,8.29016,False,True,47,3,108,0.68638,47,0,38,0,143399,20,20,20,0,1,2212,13.4255,37,61,0,38,0,0,0,0,0,0.695014,0,0,6547892
full2,0,2,scanalyzer-08-strips/p11,gc3,76.947,True,78.1547,False,True,12,17,34,1.55938,12,3,32,0,336914,24,24,24,0,1,4720,21.9167,0,22,0,32,0,48,0,0,0,1.58979,0,0,10162660
full2,0,2,scanalyzer-08-strips/p11,gc3_w20M,80.3652,True,81.1807,False,True,17,37,54,2.85391,17,0,32,0,685506,24,24,24,0,1,4720,16.9412,5,37,0,32,0,40,0,0,0,2.88154,0,0,22352921
full2,0,3,schedule/probschedule-10-2,gc3,1.10718,True,1.34117,False,True,27,126,47,1.05796,27,0,11,1,466056,84,99,10,0,2,170,50.7407,17,20,1,10,0,0,0,0,0,1.06063,0,1,3878302
full2,0,3,schedule/probschedule-10-2,gc3_w20M,1.12553,True,1.35211,False,True,27,126,47,1.07477,27,0,11,1,466056,84,99,10,0,2,170,50.7407,17,20,1,10,0,0,0,0,0,1.07759,0,1,3878302
full2,0,3,schedule/probschedule-12-2,gc3,0.509131,True,0.9493,False,True,33,182,54,0.439446,33,0,13,0,294769,110,117,12,0,1,204,56.3333,21,21,0,13,0,0,0,0,0,0.442909,0,0,748248
full2,0,3,schedule/probschedule-12-2,gc3_w20M,0.51497,True,1.01,False,True,33,182,54,0.448857,33,0,13,0,294769,110,117,12,0,1,204,56.3333,21,21,0,13,0,0,0,0,0,0.452456,0,0,748248
full2,0,2,schedule/probschedule-13-0,gc3,1.29603,True,1.90755,False,True,36,203,62,1.19315,36,0,15,1,534370,114,126,13,0,2,220,54.2778,23,26,1,14,0,0,0,0,0,1.19707,0,1,3662793
full2,0,2,schedule/probschedule-13-0,gc3_w20M,1.26105,True,1.88865,False,True,36,203,62,1.17531,36,0,15,1,534370,114,126,13,0,2,220,54.2778,23,26,1,14,0,0,0,0,0,1.18015,0,1,3662793
full2,0,1,schedule/probschedule-3-0,gc3,0.00981807,True,0.0231948,False,True,6,0,10,0.00411635,6,0,5,0,3857,36,36,3,0,1,50,32.5,3,4,0,5,0,0,0,0,0,0.00444065,0,0,19482
full2,0,1,schedule/probschedule-3-0,gc3_w20M,0.0100265,True,0.0238036,False,True,6,0,10,0.00408288,6,0,5,0,3857,36,36,3,0,1,50,32.5,3,4,0,5,0,0,0,0,0,0.00440767,0,0,19482
full2,0,1,schedule/probschedule-3-2,gc3,0.00967484,True,0.0224731,False,True,6,0,10,0.00431076,6,0,5,0,3736,36,36,3,0,1,50,29.5,3,4,0,5,0,0,0,0,0,0.00458757,0,0,20809
full2,0,1,schedule/probschedule-3-2,gc3_w20M,0.0102171,True,0.0234287,False,True,6,0,10,0.00417063,6,0,5,0,3736,36,36,3,0,1,50,29.5,3,4,0,5,0,0,0,0,0,0.00443346,0,0,20809
full2,0,1,schedule/probschedule-4-0,gc3,0.012718,True,0.0303997,False,True,9,0,15,0.00620549,9,0,7,0,5087,45,45,4,0,1,66,32.8889,5,6,0,7,0,0,0,0,0,0.00657218,0,0,23240
full2,0,1,schedule/probschedule-4-0,gc3_w20M,0.0131973,True,0.0331369,False,True,9,0,15,0.00625669,9,0,7,0,5087,45,45,4,0,1,66,32.8889,5,6,0,7,0,0,0,0,0,0.00668509,0,0,23240
full2,0,1,schedule/probschedule-4-2,gc3,0.0134257,True,0.0300239,False,True,9,0,15,0.00562328,9,0,5,0,4354,45,45,4,0,1,68,32.5556,5,6,0,5,0,0,0,0,0,0.00605192,0,0,20500
full2,0,1,schedule/probschedule-4-2,gc3_w20M,0.0127556,True,0.0271646,False,True,9,0,15,0.00538896,9,0,5,0,4354,45,45,4,0,1,68,32.5556,5,6,0,5,0,0,0,0,0,0.00574672,0,0,20500
full2,0,1,schedule/probschedule-5-0,gc3,0.041581,True,0.0799219,False,True,12,0,19,0.0346602,12,0,5,0,24255,54,54,5,0,1,86,44.25,7,7,0,5,0,0,0,0,0,0.0352947,0,0,106591
full2,0,1,schedule/probschedule-5-0,gc3_w20M,0.0381414,True,0.0775169,False,True,12,0,19,0.0308257,12,0,5,0,24255,54,54,5,0,1,86,44.25,7,7,0,5,0,0,0,0,0,0.0314001,0,0,106591
full2,0,2,schedule/probschedule-5-1,gc3,0.023196,True,0.0643011,False,True,12,0,19,0.00957218,12,0,7,0,9751,54,54,5,0,1,84,44.25,7,7,0,7,0,0,0,0,0,0.010242,0,0,18458
full2,0,2,schedule/probschedule-5-1,gc3_w20M,0.0226253,True,0.0614337,False,True,12,0,19,0.00937278,12,0,7,0,9751,54,54,5,0,1,84,44.25,7,7,0,7,0,0,0,0,0,0.0100144,0,0,18458
full2,0,2,schedule/probschedule-5-2,gc3,0.0611684,True,0.0985517,False,True,12,0,21,0.0446259,12,0,7,1,34523,54,54,5,0,2,84,44.25,7,9,1,6,0,0,0,0,0,0.0453309,0,1,160217
full2,0,2,schedule/probschedule-5-2,gc3_w20M,0.0670134,True,0.109836,False,True,12,0,21,0.0504926,12,0,7,1,34523,54,54,5,0,2,84,44.25,7,9,1,6,0,0,0,0,0,0.051229,0,1,160217
full2,0,2,storage/p04,gc3,0.00879766,True,0.0121454,False,True,3,0,16,0.000301073,3,0,8,1,98,12,12,2,0,4,30,11.3333,1,13,1,5,0,0,0,0,0,0.000535318,0,1,1402
full2,0,2,storage/p04,gc3_w20M,0.00807843,True,0.0121537,False,True,3,0,16,0.000287313,3,0,8,1,98,12,12,2,0,4,30,11.3333,1,13,1,5,0,0,0,0,0,0.000488709,0,1,1402
full2,0,3,storage/p07,gc3,0.0732939,True,0.0791785,False,True,6,0,48,0.00144651,6,0,13,1,643,17,17,3,0,6,63,15.5,3,42,1,8,0,0,0,0,0,0.00186059,0,3,12957
full2,0,3,storage/p07,gc3_w20M,0.0781544,True,0.0850705,False,True,6,0,48,0.00148619,6,0,13,1,643,17,17,3,0,6,63,15.5,3,42,1,8,0,0,0,0,0,0.00195137,0,3,12957
full2,0,4,storage/p11,gc3,4.43483,True,4.46664,False,True,9,0,47,0.0142258,9,0,13,1,5011,24,24,4,0,8,239,21.5556,5,38,1,6,0,0,0,0,0,0.01597,0,5,217871
full2,0,4,storage/p11,gc3_w20M,4.39912,True,4.44089,False,True,9,0,47,0.0173406,9,0,13,1,5011,24,24,4,0,8,239,21.5556,5,38,1,6,0,0,0,0,0,0.01917,0,5,217871
full2,0,4,storage/p12,gc3,30.4849,True,30.5517,False,True,9,0,47,0.0561302,9,0,13,1,14163,26,26,4,0,8,365,23.5556,5,38,1,6,0,0,0,0,0,0.0591924,0,5,807184
full2,0,4,storage/p12,gc3_w20M,31.8571,True,31.9265,False,True,9,0,47,0.0496966,9,0,13,1,14163,26,26,4,0,8,365,23.5556,5,38,1,6,0,0,0,0,0,0.0517812,0,5,807184
full2,0,6,storage/p13,gc3,9.32784,True,9.34866,False,True,12,0,68,0.0136015,12,0,16,1,6804,27,27,5,0,5,166,23.5833,7,56,1,12,0,0,0,0,0,0.014632,0,1,139745
full2,0,6,storage/p13,gc3_w20M,8.01652,True,8.03445,False,True,12,0,68,0.0111456,12,0,16,1,6804,27,27,5,0,5,166,23.5833,7,56,1,12,0,0,0,0,0,0.0120068,0,1,139745
full2,0,3,storage/p14,gc3,4.57787,True,4.6427,False,True,12,0,76,0.0280026,12,0,16,0,11052,29,29,5,0,1,348,25.5833,7,64,0,16,0,0,0,0,0,0.0307867,0,0,352126
full2,0,3,storage/p14,gc3_w20M,5.44235,True,5.52954,False,True,12,0,76,0.0376282,12,0,16,0,11052,29,29,5,0,1,348,25.5833,7,64,0,16,0,0,0,0,0,0.0406667,0,0,352126
full2,0,3,storage/p15,gc3,20.397,True,20.5176,False,True,12,0,56,0.106695,12,0,15,1,37310,31,31,5,0,3,531,27.5833,7,44,1,13,0,0,0,0,0,0.111603,0,1,1387456
full2,0,3,storage/p15,gc3_w20M,22.022,True,22.1665,False,True,12,0,56,0.132119,12,0,15,1,37310,31,31,5,0,3,531,27.5833,7,44,1,13,0,0,0,0,0,0.13739,0,1,1387456
full2,22,,tetris-sat14-strips/p032,gc3,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full2,22,,tetris-sat14-strips/p032,gc3_w20M,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full2,22,,tetris-sat14-strips/p033,gc3,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full2,22,,tetris-sat14-strips/p033,gc3_w20M,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full2,0,4,thoughtful-sat14-strips/bootstrap-typed-04,gc3,37.6918,True,39.8583,False,True,4,12,19,0.912258,4,2,18,0,121665,50,118,4,0,1,839,23.25,0,15,0,18,0,7,0,0,0,0.980313,0,0,7859373
full2,0,4,thoughtful-sat14-strips/bootstrap-typed-04,gc3_w20M,40.1418,True,42.19,False,True,5,30,31,2.46091,5,0,26,0,358911,58,118,4,0,1,831,30.8,1,26,0,26,0,4,0,0,0,2.52185,0,0,20979332
full2,0,2,tpp/p07,gc3,0.00625715,True,0.033859,False,True,7,0,30,0.000140473,7,0,21,3,90,29,37,7,0,3,17,4.14286,0,23,3,15,0,0,0,0,0,0.000489255,0,3,345
full2,0,2,tpp/p07,gc3_w20M,0.00628749,True,0.0363945,False,True,7,0,30,0.000146603,7,0,21,3,90,29,37,7,0,3,17,4.14286,0,23,3,15,0,0,0,0,0,0.000509197,0,3,345
full2,0,2,tpp/p19,gc3,0.0990223,True,22.3695,False,True,14,0,93,0.0336111,14,0,42,10,24427,120,156,14,0,3,244,8.57143,0,79,10,22,0,0,0,0,0,0.0471256,0,17,356491
full2,0,2,tpp/p19,gc3_w20M,0.0941114,True,19.0694,False,True,14,0,93,0.0334416,14,0,42,10,24427,120,156,14,0,3,244,8.57143,0,79,10,22,0,0,0,0,0,0.044407,0,17,356491
full2,0,2,tpp/p21,gc3,0.325519,True,27.5199,False,True,11,12,93,0.263154,11,0,30,8,198403,102,139,11,0,3,253,9.27273,0,58,8,14,0,0,0,0,0,0.274107,0,13,2908017
full2,0,2,tpp/p21,gc3_w20M,0.357936,True,27.5957,False,True,11,12,93,0.289487,11,0,30,8,198403,102,139,11,0,3,253,9.27273,0,58,8,14,0,0,0,0,0,0.300824,0,13,2908017
full2,0,2,tpp/p22,gc3,0.20503,True,35.8429,False,True,12,4,76,0.138904,12,0,35,5,91130,116,152,12,0,3,275,9.66667,0,56,5,25,0,0,0,0,0,0.152136,0,11,1379323
full2,0,2,tpp/p22,gc3_w20M,0.19222,True,35.4223,False,True,12,4,76,0.128797,12,0,35,5,91130,116,152,12,0,3,275,9.66667,0,56,5,25,0,0,0,0,0,0.143606,0,11,1379323
full2,0,2,tpp/p23,gc3,0.34441,True,44.3035,False,True,13,8,95,0.258587,13,0,37,8,155331,123,163,13,0,3,293,9.46154,0,66,8,21,0,0,0,0,0,0.277624,0,14,2326201
full2,0,2,tpp/p23,gc3_w20M,0.300127,True,48.2877,False,True,13,8,95,0.223257,13,0,37,8,155331,123,163,13,0,3,293,9.46154,0,66,8,21,0,0,0,0,0,0.247048,0,14,2326201
full2,0,2,tpp/p24,gc3,0.21551,True,56.0348,False,True,14,4,100,0.116569,14,0,41,11,84659,134,174,14,0,3,309,9.57143,0,78,11,19,0,0,0,0,0,0.137021,0,17,1256495
full2,0,2,tpp/p24,gc3_w20M,0.238791,True,59.2297,False,True,14,4,100,0.124854,14,0,41,11,84659,134,174,14,0,3,309,9.57143,0,78,11,19,0,0,0,0,0,0.1642,0,17,1256495
full2,0,1,transport-opt08-strips/p04,gc3,0.0172268,True,0.033138,False,True,12,0,120,0.012544,12,0,10,0,12084,7,7,5,0,1,10,7,7,108,0,10,0,0,0,0,0,0.0126668,0,0,190338
full2,0,1,transport-opt08-strips/p04,gc3_w20M,0.0183118,True,0.0350235,False,True,12,0,120,0.0139321,12,0,10,0,12084,7,7,5,0,1,10,7,7,108,0,10,0,0,0,0,0,0.0140551,0,0,190338
full2,0,1,transport-opt08-strips/p07,gc3,0.508082,True,0.640216,False,True,8,24,40,0.504539,8,2,16,0,391455,11,11,8,0,1,32,5.5,0,32,0,16,0,15,0,0,0,0.504718,0,0,5652518
full2,0,1,transport-opt08-strips/p07,gc3_w20M,1.75149,True,1.89593,False,True,21,71,126,1.75086,21,0,16,0,1358062,11,11,8,0,1,32,6,13,105,0,16,0,0,0,0,0,1.75104,0,0,18624723
full2,0,1,transport-opt08-strips/p10,gc3,0.562822,True,1.00133,False,True,11,28,50,0.55783,11,3,22,0,317027,14,14,11,0,1,44,5.27273,0,39,0,22,0,22,0,0,0,0.558079,0,0,5801956
full2,0,1,transport-opt08-strips/p10,gc3_w20M,1.96732,True,2.35974,False,True,25,100,150,1.96697,25,0,22,0,1132824,14,14,11,0,1,44,6,14,125,0,22,0,5,0,0,0,1.96728,0,0,20032790
full2,0,1,transport-opt08-strips/p14,gc3,0.0174466,True,0.038168,False,True,12,0,120,0.0129757,12,0,10,0,12084,7,7,5,0,1,10,7,7,108,0,10,0,0,0,0,0,0.0130898,0,0,190338
full2,0,1,transport-opt08-strips/p14,gc3_w20M,0.0185031,True,0.0404406,False,True,12,0,120,0.0138534,12,0,10,0,12084,7,7,5,0,1,10,7,7,108,0,10,0,0,0,0,0,0.0139665,0,0,190338
full2,0,1,transport-opt08-strips/p20,gc3,0.508875,True,1.1318,False,True,11,24,46,0.503493,11,3,22,0,282691,14,14,11,0,1,44,5.09091,0,35,0,22,0,22,0,0,0,0.503763,0,0,5372534
full2,0,1,transport-opt08-strips/p20,gc3_w20M,2.07209,True,2.63758,False,True,24,96,144,2.08037,24,0,22,0,1130625,14,14,11,0,1,44,6,13,120,0,22,0,6,0,0,0,2.08064,0,0,20738404
full2,0,1,transport-opt08-strips/p28,gc3,0.460618,True,0.668942,False,True,9,15,38,0.45596,9,3,18,0,331064,12,12,9,0,1,36,5.11111,0,29,0,18,0,18,0,0,0,0.456158,0,0,5101728
full2,0,1,transport-opt08-strips/p28,gc3_w20M,2.04991,True,2.26477,False,True,21,63,126,2.05688,21,0,18,0,1382925,12,12,9,0,1,36,6,12,105,0,18,0,3,0,0,0,2.05707,0,0,20375782
full2,0,1,transport-sat08-strips/p05,gc3,0.515355,True,0.76726,False,True,10,15,40,0.510923,10,3,20,0,331686,13,13,10,0,1,40,5,0,30,0,20,0,20,0,0,0,0.511132,0,0,5327049
full2,0,1,transport-sat08-strips/p05,gc3_w20M,2.01659,True,2.25355,False,True,22,78,132,2.02345,22,0,20,0,1227820,13,13,10,0,1,40,6,12,110,0,20,0,5,0,0,0,2.02368,0,0,20213743
full2,0,1,transport-sat08-strips/p09,gc3,0.661662,True,5.44032,False,True,18,15,48,0.652581,18,3,36,0,233046,22,22,18,0,1,108,5.33333,0,30,0,36,0,36,0,0,0,0.653263,0,0,5487545
full2,0,1,transport-sat08-strips/p09,gc3_w20M,2.54,True,7.05633,False,True,18,55,80,2.5415,18,3,36,0,852478,22,22,18,0,1,108,6.22222,0,62,0,36,0,36,0,0,0,2.54214,0,0,20089590
full2,0,1,transport-sat08-strips/p26,gc3,0.663788,True,1.87787,False,True,12,20,34,0.655907,12,3,24,0,310221,16,16,12,0,1,72,5.41667,0,22,0,24,0,24,0,0,0,0.656244,0,0,6177515
full2,0,1,transport-sat08-strips/p26,gc3_w20M,2.06164,True,3.36066,False,True,17,68,70,2.05758,17,0,24,0,1047214,16,16,12,0,1,72,6.05882,5,53,0,24,0,16,0,0,0,2.05808,0,0,20419982
full2,0,1,transport-sat11-strips/p06,gc3,0.630383,True,4.05579,False,True,16,12,44,0.621012,16,3,32,0,239130,20,20,16,0,1,96,5.375,0,28,0,32,0,32,0,0,0,0.621589,0,0,5536255
full2,0,1,transport-sat11-strips/p06,gc3_w20M,2.7211,True,6.82197,False,True,16,48,80,2.71642,16,3,32,0,944318,20,20,16,0,1,96,6.5,0,64,0,32,0,32,0,0,0,2.71706,0,0,21577518
