batch,exit,horizon,instance,order,search,solved,total,trivial,valid,gc_alternatives,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_deep_fallbacks,gc_distinct,gc_exact_sccs,gc_explored_states,gc_factors_covered,gc_factors_with_moves,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pair_chains,gc_pairs_weight,gc_proven,gc_sccs,gc_selection_rounds,gc_skipped_budget,gc_subgoal_chains,gc_switches,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated,gc_work
noise_rerun,0,2,tpp/p19,gc2_b200k_rerun,0.0892924,True,21.4573,False,True,14,0,93,0.0311749,14,0,42,10,24427,120,156,14,0,3,244,8.57143,0,79,10,22,0,0,0,0,0,0.0425343,0,17,356491
noise_rerun,0,2,tpp/p19,v1_rerun,0.0581049,True,20.889,False,True,14,0,62,0.00907814,14,0,28,1,4033,84,156,14,0,2,258,6,0,20,1,27,0,0,0,0,0,0.016845,0,3,43241
noise_rerun,0,2,tpp/p21,gc2_b200k_rerun,0.324862,True,28.2354,False,True,11,12,93,0.262614,11,0,30,8,198403,102,139,11,0,3,253,9.27273,0,58,8,14,0,0,0,0,0,0.272123,0,13,2908017
noise_rerun,0,2,tpp/p21,v1_rerun,0.0969521,True,28.2664,False,True,11,0,72,0.0331891,11,0,22,3,24150,77,139,11,0,2,261,7,0,21,3,19,0,0,0,0,0,0.0387889,0,5,335196
noise_rerun,0,2,tpp/p22,gc2_b200k_rerun,0.234476,True,35.8081,False,True,12,4,76,0.154468,12,0,35,5,91130,116,152,12,0,3,275,9.66667,0,56,5,25,0,0,0,0,0,0.174135,0,11,1379323
noise_rerun,0,2,tpp/p22,v1_rerun,0.0803176,True,36.0592,False,True,12,0,54,0.0177448,12,0,24,0,13306,84,152,12,0,1,286,7,0,12,0,24,0,0,0,0,0,0.0257088,0,0,175828
noise_rerun,0,2,tpp/p23,gc2_b200k_rerun,0.275743,True,43.994,False,True,13,8,95,0.207607,13,0,37,8,155331,123,163,13,0,3,293,9.46154,0,66,8,21,0,0,0,0,0,0.223854,0,14,2326201
noise_rerun,0,2,tpp/p23,v1_rerun,0.095349,True,44.3588,False,True,13,0,70,0.0276574,13,0,26,0,20413,91,163,13,0,1,304,7,0,13,0,26,0,0,0,0,0,0.0359635,0,0,278841
noise_rerun,0,2,tpp/p24,gc2_b200k_rerun,0.156191,True,59.7079,False,True,14,4,100,0.0877859,14,0,41,11,84659,134,174,14,0,3,309,9.57143,0,78,11,19,0,0,0,0,0,0.104369,0,17,1256495
noise_rerun,0,2,tpp/p24,v1_rerun,0.105144,True,56.0033,False,True,14,0,70,0.016659,14,0,28,1,12696,98,174,14,0,2,322,7,0,16,1,27,0,0,0,0,0,0.0282397,0,1,162572
noise_rerun,0,1,transport-sat14-strips/p17,gc2_b200k_rerun,0.709398,True,59.6313,False,True,25,15,56,0.688101,25,22,50,0,250653,30,30,25,0,1,200,6.12,0,31,0,50,0,69,0,0,0,0.689399,0,0,7702900
noise_rerun,0,1,transport-sat14-strips/p17,v1_rerun,0.0447324,True,70.9764,False,True,25,0,50,0.0203708,25,0,50,0,2103,30,30,25,0,1,200,6,0,25,0,50,0,0,0,0,0,0.0215858,0,0,48416
noise_rerun,0,7,trucks-strips/p05,gc2_b200k_rerun,9.04818,True,9.07615,False,True,11,11,66,0.233172,11,0,26,1,201032,17,17,7,0,7,73,7.27273,4,55,1,20,0,7,0,0,0,0.233951,0,10,4232560
noise_rerun,0,10,trucks-strips/p05,v1_rerun,19.8178,True,19.8453,False,True,7,0,22,0.000601878,7,0,16,0,629,17,17,7,0,1,83,3.28571,0,15,0,16,0,0,0,0,0,0.000749564,0,0,8841
noise_rerun,0,8,trucks-strips/p06,gc2_b200k_rerun,20.5245,True,20.5552,False,True,10,16,54,0.262955,10,0,27,1,239912,18,18,8,0,8,86,7.3,2,44,1,20,0,11,0,0,0,0.263847,0,8,4980612
noise_rerun,0,11,trucks-strips/p06,v1_rerun,41.126,True,41.1572,False,True,8,0,28,0.00201308,8,0,19,1,2345,18,18,8,0,3,94,3.5,0,20,1,17,0,0,0,0,0,0.00232206,0,2,50981
noise_rerun,0,7,trucks-strips/p08,gc2_b200k_rerun,32.4177,True,32.464,False,True,13,18,65,0.245001,13,0,27,1,200110,19,19,7,0,13,157,7.46154,6,52,1,15,0,5,0,0,0,0.246682,0,7,5588665
noise_rerun,0,11,trucks-strips/p08,v1_rerun,58.4206,True,58.463,False,True,7,0,21,0.000304704,7,0,15,0,97,15,19,7,0,1,169,3,0,14,0,15,0,0,0,0,0,0.000571272,0,0,1110
noise_rerun,0,1,woodworking-sat08-strips/p27,gc2_b200k_rerun,0.748369,True,51.159,False,True,61,16,122,0.599641,61,26,61,1,225936,249,249,61,0,2,944,17.9016,0,61,1,60,0,119,0,0,0,0.675786,0,1,3845628
noise_rerun,0,1,woodworking-sat08-strips/p27,v1_rerun,0.15419,True,52.3218,False,True,61,0,102,0.0273046,61,0,61,1,4161,242,249,61,0,2,944,13.623,0,41,1,60,0,0,0,0,0,0.0682795,0,1,63869
noise_rerun,0,2,woodworking-sat11-strips/p06,gc2_b200k_rerun,3.6904,True,209.684,False,True,103,183,212,1.76167,103,85,111,1,512220,355,393,103,0,2,2725,29.3107,0,109,1,110,0,255,0,0,0,1.96187,0,1,14310985
noise_rerun,0,2,woodworking-sat11-strips/p06,v1_rerun,5.79456,True,314.386,False,True,103,168,201,2.20961,103,0,110,1,278569,355,393,103,0,2,2732,27.9709,0,98,1,109,0,0,0,0,0,2.4316,0,1,8411719
noise_rerun,0,1,woodworking-sat11-strips/p11,gc2_b200k_rerun,2.18834,True,239.872,False,True,105,75,216,1.68019,105,79,111,0,591900,403,403,105,0,1,1901,20.2286,0,106,0,111,0,247,0,0,0,1.87817,0,0,14483748
noise_rerun,0,2,woodworking-sat11-strips/p11,v1_rerun,3.34777,True,404.671,False,True,104,60,199,1.61656,104,0,109,1,309932,403,403,105,0,2,1903,19.3077,0,90,1,108,0,0,0,0,0,1.84633,0,1,6984592
