instance,base_order,base_horizon,base_total,base_search,base_valid,plan_labels,distinct,fixed_breaks,first_occ_horizon,predicted_horizon,infer_optimal,infer_time,opt_horizon,opt_total,opt_search,opt_valid,iterations,horizon_chain,final_predicted,final_horizon,final_total,final_search,final_valid,infer_time_total,all_valid,note
psr-small/p11-s18-n2-l2-f50,label_order_linear(),5,0.0117825,0.00909369,True,19,15,0,5,3,1,0.012,3,0.00960355,0.00607308,True,1,3/3,3,3,0.00960355,0.00607308,True,0.012,True,
psr-small/p11-s18-n2-l2-f50,label_order_relaxed(),6,0.0169153,0.0147018,True,19,15,0,5,2,1,0.015,2,0.00786058,0.00507619,True,1,2/2,2,2,0.00786058,0.00507619,True,0.015,True,
psr-small/p16-s29-n2-l5-f30,label_order_linear(),6,0.0555746,0.0479432,True,25,18,0,5,4,1,0.012,4,0.0250856,0.0173501,True,1,4/4,4,4,0.0250856,0.0173501,True,0.012,True,
psr-small/p16-s29-n2-l5-f30,label_order_relaxed(),6,0.0593586,0.0515072,True,25,18,0,7,4,1,0.023,4,0.0377036,0.0296652,True,1,4/4,4,4,0.0377036,0.0296652,True,0.023,True,
psr-small/p23-s38-n3-l3-f50,label_order_linear(),3,0.0111351,0.00643199,True,12,9,0,3,2,1,0.004,2,0.0100803,0.00568709,True,1,2/2,2,2,0.0100803,0.00568709,True,0.004,True,
psr-small/p23-s38-n3-l3-f50,label_order_relaxed(),3,0.0114844,0.00643628,True,12,9,0,3,2,1,0.004,2,0.00927192,0.00555412,True,1,2/2,2,2,0.00927192,0.00555412,True,0.004,True,
psr-small/p33-s51-n4-l2-f70,label_order_linear(),7,0.130807,0.122512,True,21,18,0,4,3,1,0.011,3,0.0246478,0.0158595,True,1,3/3,3,3,0.0246478,0.0158595,True,0.011,True,
psr-small/p33-s51-n4-l2-f70,label_order_relaxed(),6,0.0766517,0.067322,True,21,18,0,4,3,1,0.012,3,0.0250655,0.0159625,True,1,3/3,3,3,0.0250655,0.0159625,True,0.012,True,
psr-small/p46-s97-n5-l2-f30,label_order_linear(),11,1.6587,1.6475,True,34,24,0,11,6,1,0.063,6,0.110421,0.100028,True,1,6/6,6,6,0.110421,0.100028,True,0.063,True,
psr-small/p46-s97-n5-l2-f30,label_order_relaxed(),13,2.77531,2.76358,True,34,25,0,10,6,1,0.061,6,0.251599,0.239507,True,1,6/6,6,6,0.251599,0.239507,True,0.061,True,
rovers/p05,label_order_linear(),2,0.0181993,0.00509494,True,10,10,0,1,1,1,0.0,1,0.0159152,0.00384266,True,1,1/1,1,1,0.0159152,0.00384266,True,0.0,True,
rovers/p05,label_order_relaxed(),2,0.0155302,0.00405864,True,11,10,0,2,2,1,0.002,1,0.0168895,0.00420982,True,2,2/1>1/1,1,1,0.0170348,0.00400724,True,0.002,True,
rovers/p27,label_order_linear(),3,4.0821,0.0929665,True,53,47,0,3,2,1,0.13,2,4.23033,0.0110773,True,1,2/2,2,2,4.23033,0.0110773,True,0.13,True,
rovers/p27,label_order_relaxed(),3,5.22496,0.134909,True,54,46,0,6,3,1,0.229,2,4.09378,0.0117086,True,2,3/2>2/2,2,2,4.35467,0.0139566,True,0.475,True,
rovers/p28,label_order_linear(),2,7.61882,0.0829707,True,39,39,0,1,1,1,0.0,1,8.26204,0.00758309,True,1,1/1,1,1,8.26204,0.00758309,True,0.0,True,
rovers/p28,label_order_relaxed(),2,10.331,0.151904,True,46,39,0,2,2,1,0.052,1,8.04702,0.00742246,True,2,2/1>1/1,1,1,9.16373,0.00734523,True,0.052,True,
rovers/p29,label_order_linear(),2,14.2239,0.017959,True,35,35,0,1,1,1,0.0,1,15.4911,0.00908548,True,1,1/1,1,1,15.4911,0.00908548,True,0.0,True,
rovers/p29,label_order_relaxed(),2,17.3007,0.081438,True,39,36,0,2,2,1,0.041,1,17.2561,0.00805629,True,2,2/1>1/1,1,1,15.5866,0.00908046,True,0.041,True,
rovers/p30,label_order_linear(),3,44.0527,19.2065,True,54,50,0,3,2,1,0.157,2,25.1117,0.0238195,True,1,2/2,2,2,25.1117,0.0238195,True,0.157,True,
rovers/p30,label_order_relaxed(),3,165.787,143.832,True,64,54,0,4,3,1,0.203,2,28.9391,0.0720062,True,2,3/2>2/2,2,2,25.4507,0.0209912,True,0.292,True,
rovers/p31,label_order_linear(),3,14.71,0.590697,True,55,50,0,4,2,1,0.224,2,14.3848,0.0343642,True,1,2/2,2,2,14.3848,0.0343642,True,0.224,True,
rovers/p31,label_order_relaxed(),3,13.9462,0.762321,True,66,55,0,5,3,1,0.301,2,13.5559,0.0237628,True,2,3/2>2/2,2,2,13.8092,0.0248233,True,0.511,True,
rovers/p37,label_order_linear(),,,,,,,,,,,,,,,,,,,,,,,,,base unsolved
rovers/p37,label_order_relaxed(),,,,,,,,,,,,,,,,,,,,,,,,,base unsolved
satellite/p04-pfile4,label_order_linear(),2,0.0143159,0.00459774,True,11,11,0,1,1,1,0.0,1,0.014958,0.00474856,True,1,1/1,1,1,0.014958,0.00474856,True,0.0,True,
satellite/p04-pfile4,label_order_relaxed(),1,0.0120333,0.00414164,True,11,11,0,1,1,1,0.0,1,0.0123923,0.00418167,True,1,1/1,1,1,0.0123923,0.00418167,True,0.0,True,
satellite/p22-HC-pfile2,label_order_linear(),2,4.27696,0.00840788,True,52,51,0,2,2,1,0.097,1,4.55807,0.00914222,True,2,2/1>1/1,1,1,4.40916,0.00845739,True,0.097,True,
satellite/p22-HC-pfile2,label_order_relaxed(),1,6.54452,0.00934343,True,52,52,0,1,1,1,0.0,1,6.37055,0.00911148,True,1,1/1,1,1,6.37055,0.00911148,True,0.0,True,
satellite/p23-HC-pfile3,label_order_linear(),2,12.2509,0.013625,True,55,55,0,1,1,1,0.0,1,15.519,0.013772,True,1,1/1,1,1,15.519,0.013772,True,0.0,True,
satellite/p23-HC-pfile3,label_order_relaxed(),1,14.7333,0.0136744,True,56,56,0,1,1,1,0.0,1,12.63,0.014534,True,1,1/1,1,1,12.63,0.014534,True,0.0,True,
satellite/p24-HC-pfile4,label_order_linear(),2,28.3722,0.0173802,True,69,69,0,1,1,1,0.0,1,28.8563,0.0200288,True,1,1/1,1,1,28.8563,0.0200288,True,0.0,True,
satellite/p24-HC-pfile4,label_order_relaxed(),1,33.9661,0.019131,True,75,75,0,1,1,1,0.0,1,31.094,0.0216416,True,1,1/1,1,1,31.094,0.0216416,True,0.0,True,
satellite/p25-HC-pfile5,label_order_linear(),2,50.5552,0.0202331,True,67,66,0,2,2,1,0.21,1,49.5253,0.0214043,True,2,2/1>1/1,1,1,49.8474,0.0227291,True,0.21,True,
satellite/p25-HC-pfile5,label_order_relaxed(),1,56.673,0.0221582,True,71,71,0,1,1,1,0.0,1,57.6908,0.0229849,True,1,1/1,1,1,57.6908,0.0229849,True,0.0,True,
satellite/p26-HC-pfile6,label_order_linear(),2,60.4221,0.0178066,True,69,69,0,1,1,1,0.0,1,61.6961,0.022108,True,1,1/1,1,1,61.6961,0.022108,True,0.0,True,
satellite/p26-HC-pfile6,label_order_relaxed(),1,64.3567,0.0193944,True,75,75,0,1,1,1,0.0,1,66.5415,0.0212642,True,1,1/1,1,1,66.5415,0.0212642,True,0.0,True,
scanalyzer-08-strips/p04,label_order_linear(),2,0.373363,0.2959,True,10,10,0,1,1,1,0.0,1,0.988719,0.909318,True,1,1/1,1,1,0.988719,0.909318,True,0.0,True,
scanalyzer-08-strips/p04,label_order_relaxed(),1,1.162,1.06919,True,8,8,0,1,1,1,0.0,1,1.52884,1.43546,True,1,1/1,1,1,1.52884,1.43546,True,0.0,True,
scanalyzer-08-strips/p05,label_order_linear(),3,12.0009,11.9404,True,32,30,0,2,2,1,0.025,1,0.839473,0.779333,True,2,2/1>1/1,1,1,1.36025,1.2994,True,0.025,True,
scanalyzer-08-strips/p05,label_order_relaxed(),2,4.35999,4.30218,True,18,18,0,1,1,1,0.0,1,1.69241,1.63601,True,1,1/1,1,1,1.69241,1.63601,True,0.0,True,
scanalyzer-08-strips/p07,label_order_linear(),2,8.43975,8.10902,True,16,16,0,1,1,1,0.0,1,6.44976,6.13061,True,1,1/1,1,1,6.44976,6.13061,True,0.0,True,
scanalyzer-08-strips/p07,label_order_relaxed(),1,7.55639,7.25302,True,10,10,0,1,1,1,0.0,1,8.57294,8.23921,True,1,1/1,1,1,8.57294,8.23921,True,0.0,True,
scanalyzer-08-strips/p11,label_order_linear(),2,108.276,107.612,True,46,46,0,1,1,1,0.0,1,22.0101,21.3836,True,1,1/1,1,1,22.0101,21.3836,True,0.0,True,
scanalyzer-08-strips/p11,label_order_relaxed(),2,93.5405,92.9462,True,36,36,0,1,1,1,0.0,1,24.978,24.255,True,1,1/1,1,1,24.978,24.255,True,0.0,True,
storage/p04,label_order_linear(),4,0.0256892,0.0216257,True,8,7,0,2,2,1,0.002,2,0.012527,0.0084247,True,1,2/2,2,2,0.012527,0.0084247,True,0.002,True,
storage/p04,label_order_relaxed(),3,0.0233482,0.0189295,True,10,9,0,2,2,1,0.003,2,0.0116792,0.00761226,True,1,2/2,2,2,0.0116792,0.00761226,True,0.003,True,
storage/p11,label_order_linear(),5,3.93464,3.89497,True,28,21,0,8,4,1,0.037,3,1.5108,1.47311,True,2,4/3>3/3,3,3,1.70634,1.66701,True,0.051,True,
storage/p11,label_order_relaxed(),5,8.4688,8.43395,True,24,23,0,2,2,1,0.01,2,0.536588,0.502433,True,1,2/2,2,2,0.536588,0.502433,True,0.01,True,
storage/p12,label_order_linear(),4,6.01733,5.95475,True,25,25,0,1,1,1,0.0,1,0.59303,0.527417,True,1,1/1,1,1,0.59303,0.527417,True,0.0,True,
storage/p12,label_order_relaxed(),3,8.41594,8.35255,True,22,21,0,2,2,1,0.009,2,2.79397,2.72572,True,1,2/2,2,2,2.79397,2.72572,True,0.009,True,
storage/p13,label_order_linear(),9,36.0669,36.0474,True,18,15,0,4,3,1,0.008,3,0.159538,0.141854,True,1,3/3,3,3,0.159538,0.141854,True,0.008,True,
storage/p13,label_order_relaxed(),10,221.835,221.816,True,22,19,0,4,3,1,0.013,3,0.4004,0.381005,True,1,3/3,3,3,0.4004,0.381005,True,0.013,True,
storage/p14,label_order_linear(),5,12.5863,12.5118,True,28,25,0,3,2,1,0.03,2,2.46358,2.3755,True,1,2/2,2,2,2.46358,2.3755,True,0.03,True,
storage/p14,label_order_relaxed(),4,6.64981,6.56551,True,28,26,0,3,3,1,0.019,2,1.97502,1.90444,True,2,3/2>2/2,2,2,1.50282,1.43709,True,0.035,True,
storage/p15,label_order_linear(),4,36.021,35.8975,True,26,26,0,1,1,1,0.0,1,1.15937,1.03096,True,1,1/1,1,1,1.15937,1.03096,True,0.0,True,
storage/p15,label_order_relaxed(),3,24.1853,24.0461,True,28,28,0,1,1,1,0.0,1,1.39947,1.26295,True,1,1/1,1,1,1.39947,1.26295,True,0.0,True,
tpp/p07,label_order_linear(),4,0.0394253,0.0103321,True,34,29,0,4,3,1,0.041,2,0.0341286,0.005664,True,2,3/2>2/2,2,2,0.033927,0.00617729,True,0.088,True,
tpp/p07,label_order_relaxed(),2,0.0332919,0.00542012,True,36,25,0,5,2,1,0.049,2,0.0344716,0.00553588,True,1,2/2,2,2,0.0344716,0.00553588,True,0.049,True,
tpp/p19,label_order_linear(),4,19.9714,0.250485,True,125,110,0,10,3,1,4.643,2,19.3951,0.0517054,True,2,3/2>2/2,2,2,16.9161,0.0544252,True,8.968,True,
tpp/p19,label_order_relaxed(),2,20.4218,0.0615027,True,119,106,0,5,2,1,2.674,2,19.2287,0.0501096,True,1,2/2,2,2,19.2287,0.0501096,True,2.674,True,
tpp/p21,label_order_linear(),3,24.9585,0.181573,True,121,105,0,8,3,1,3.781,2,25.0113,0.0518176,True,2,3/2>2/2,2,2,24.2342,0.058041,True,8.537,True,
tpp/p21,label_order_relaxed(),2,29.4272,0.056842,True,122,103,0,9,2,1,4.668,2,26.4533,0.0568391,True,1,2/2,2,2,26.4533,0.0568391,True,4.668,True,
tpp/p22,label_order_linear(),3,28.043,0.129988,True,115,97,0,10,3,1,3.571,2,33.5603,0.0687136,True,2,3/2>2/2,2,2,29.7846,0.0546024,True,4.928,True,
tpp/p22,label_order_relaxed(),2,38.7566,0.0670438,True,118,103,0,4,2,1,1.968,2,33.0532,0.0580082,True,1,2/2,2,2,33.0532,0.0580082,True,1.968,True,
tpp/p23,label_order_linear(),3,39.9225,0.211266,True,126,109,0,8,3,1,3.833,2,32.9064,0.0535196,True,2,3/2>2/2,2,2,39.9131,0.062048,True,9.027,True,
tpp/p23,label_order_relaxed(),2,47.7997,0.0609873,True,122,108,0,8,2,1,4.618,2,41.1495,0.063005,True,1,2/2,2,2,41.1495,0.063005,True,4.618,True,
tpp/p24,label_order_linear(),3,54.463,0.244052,True,135,116,0,9,3,1,5.895,2,51.2404,0.0746395,True,2,3/2>2/2,2,2,56.1364,0.0946309,True,10.054,True,
tpp/p24,label_order_relaxed(),2,57.728,0.0818506,True,125,116,0,5,2,1,3.536,2,55.4826,0.0748305,True,1,2/2,2,2,55.4826,0.0748305,True,3.536,True,
transport-opt08-strips/p04,label_order_linear(),2,0.02073,0.00523858,True,10,10,0,1,1,1,0.0,1,0.0224011,0.00459477,True,1,1/1,1,1,0.0224011,0.00459477,True,0.0,True,
transport-opt08-strips/p04,label_order_relaxed(),1,0.0211966,0.00469449,True,10,10,0,1,1,1,0.0,1,0.0226563,0.00480324,True,1,1/1,1,1,0.0226563,0.00480324,True,0.0,True,
transport-opt08-strips/p07,label_order_linear(),2,0.153681,0.0097632,True,16,16,0,1,1,1,0.0,1,0.139299,0.0059188,True,1,1/1,1,1,0.139299,0.0059188,True,0.0,True,
transport-opt08-strips/p07,label_order_relaxed(),1,0.13439,0.00618425,True,16,16,0,1,1,1,0.0,1,0.144107,0.00623679,True,1,1/1,1,1,0.144107,0.00623679,True,0.0,True,
transport-opt08-strips/p10,label_order_linear(),3,0.593149,0.215758,True,26,24,0,3,2,1,0.019,1,0.366293,0.00674218,True,2,2/1>1/1,1,1,0.364023,0.0067923,True,0.019,True,
transport-opt08-strips/p10,label_order_relaxed(),2,0.651716,0.215114,True,30,30,0,1,1,1,0.0,1,0.398764,0.00751893,True,1,1/1,1,1,0.398764,0.00751893,True,0.0,True,
transport-opt08-strips/p14,label_order_linear(),2,0.0246404,0.00525031,True,10,10,0,1,1,1,0.0,1,0.0244249,0.00444405,True,1,1/1,1,1,0.0244249,0.00444405,True,0.0,True,
transport-opt08-strips/p14,label_order_relaxed(),1,0.0289952,0.00575449,True,10,10,0,1,1,1,0.0,1,0.0281714,0.00822517,True,1,1/1,1,1,0.0281714,0.00822517,True,0.0,True,
transport-opt08-strips/p20,label_order_linear(),3,0.635918,0.185535,True,28,28,0,1,1,1,0.0,1,0.493437,0.00687589,True,1,1/1,1,1,0.493437,0.00687589,True,0.0,True,
transport-opt08-strips/p20,label_order_relaxed(),2,0.674756,0.139902,True,22,22,0,1,1,1,0.0,1,0.599883,0.00744934,True,1,1/1,1,1,0.599883,0.00744934,True,0.0,True,
transport-opt08-strips/p28,label_order_linear(),3,0.28362,0.0549977,True,20,20,0,1,1,1,0.0,1,0.192765,0.00627735,True,1,1/1,1,1,0.192765,0.00627735,True,0.0,True,
transport-opt08-strips/p28,label_order_relaxed(),2,0.232167,0.0340726,True,20,20,0,1,1,1,0.0,1,0.222812,0.00674347,True,1,1/1,1,1,0.222812,0.00674347,True,0.0,True,
trucks-strips/p01,label_order_linear(),6,0.200458,0.195256,True,15,11,0,5,4,1,0.005,4,0.0251923,0.0201264,True,1,4/4,4,4,0.0251923,0.0201264,True,0.005,True,
trucks-strips/p01,label_order_relaxed(),5,0.0961487,0.0896692,True,14,10,0,5,5,1,0.003,5,0.090569,0.0842239,True,1,5/5,5,5,0.090569,0.0842239,True,0.003,True,
trucks-strips/p04,label_order_linear(),10,8.32398,8.30884,True,23,19,0,5,5,1,0.007,5,0.766459,0.749451,True,1,5/5,5,5,0.766459,0.749451,True,0.007,True,
trucks-strips/p04,label_order_relaxed(),9,17.3697,17.3512,True,28,21,0,8,8,1,0.01,7,3.99233,3.97407,True,2,8/7>5/5,5,5,0.766377,0.74938,True,0.018,True,
trucks-strips/p05,label_order_linear(),10,20.9985,20.9678,True,28,22,0,7,7,1,0.01,6,2.1012,2.07448,True,2,7/6>6/6,6,6,2.24203,2.21353,True,0.02,True,
trucks-strips/p05,label_order_relaxed(),8,13.0903,13.0644,True,28,22,0,7,7,1,0.01,6,2.20149,2.17355,True,2,7/6>5/5,5,5,1.15818,1.1346,True,0.031,True,
trucks-strips/p06,label_order_linear(),12,71.042,71.0128,True,34,25,0,10,10,1,0.017,7,5.93608,5.89955,True,2,10/7>6/6,6,6,2.41408,2.38134,True,0.038,True,
trucks-strips/p06,label_order_relaxed(),10,57.6949,57.6606,True,30,25,0,6,6,1,0.018,6,3.39104,3.3568,True,1,6/6,6,6,3.39104,3.3568,True,0.018,True,
trucks-strips/p07,label_order_linear(),9,11.403,11.3785,True,24,19,0,6,6,1,0.008,6,1.75879,1.73271,True,1,6/6,6,6,1.75879,1.73271,True,0.008,True,
trucks-strips/p07,label_order_relaxed(),8,12.6334,12.609,True,27,21,0,7,7,1,0.01,7,3.864,3.8373,True,1,7/7,7,7,3.864,3.8373,True,0.01,True,
trucks-strips/p08,label_order_linear(),10,44.9447,44.8993,True,27,22,0,6,6,1,0.01,6,5.93464,5.89093,True,1,6/6,6,6,5.93464,5.89093,True,0.01,True,
trucks-strips/p08,label_order_relaxed(),8,48.3191,48.2695,True,28,24,0,5,5,1,0.012,5,3.48402,3.43532,True,1,5/5,5,5,3.48402,3.43532,True,0.012,True,
visitall-opt11-strips/problem02-full,label_order_linear(),2,0.0067935,0.00408646,True,4,4,0,1,1,1,0.0,1,0.00643937,0.00376602,True,1,1/1,1,1,0.00643937,0.00376602,True,0.0,True,
visitall-opt11-strips/problem02-full,label_order_relaxed(),2,0.00690493,0.00409304,True,4,4,0,1,1,1,0.0,1,0.00565827,0.00388603,True,1,1/1,1,1,0.00565827,0.00388603,True,0.0,True,
visitall-opt11-strips/problem03-full,label_order_linear(),4,0.0117579,0.00889951,True,10,8,0,3,3,1,0.002,2,0.0082058,0.00501182,True,2,3/2>2/2,2,2,0.00897251,0.00572742,True,0.004,True,
visitall-opt11-strips/problem03-full,label_order_relaxed(),4,0.0121736,0.00866669,True,8,8,0,1,1,1,0.0,1,0.00808237,0.00478099,True,1,1/1,1,1,0.00808237,0.00478099,True,0.0,True,
woodworking-opt08-strips/p10,label_order_linear(),2,5.37291,0.343126,True,44,43,0,2,2,1,0.062,1,5.30159,0.116594,True,2,2/1>1/1,1,1,5.12221,0.108686,True,0.062,True,
woodworking-opt08-strips/p10,label_order_relaxed(),2,6.00549,0.640065,True,47,46,0,2,2,1,0.074,1,5.39648,0.103464,True,2,2/1>1/1,1,1,5.4126,0.103947,True,0.074,True,
woodworking-opt08-strips/p17,label_order_linear(),2,1.40793,0.0711835,True,25,25,0,1,1,1,0.0,1,1.35599,0.0406929,True,1,1/1,1,1,1.35599,0.0406929,True,0.0,True,
woodworking-opt08-strips/p17,label_order_relaxed(),1,1.34415,0.0484292,True,22,22,0,1,1,1,0.0,1,1.3967,0.0422308,True,1,1/1,1,1,1.3967,0.0422308,True,0.0,True,
woodworking-opt08-strips/p18,label_order_linear(),2,1.87327,0.12173,True,31,31,0,1,1,1,0.0,1,1.87841,0.0413809,True,1,1/1,1,1,1.87841,0.0413809,True,0.0,True,
woodworking-opt08-strips/p18,label_order_relaxed(),2,1.95435,0.107975,True,30,30,0,1,1,1,0.0,1,1.99119,0.0461669,True,1,1/1,1,1,1.99119,0.0461669,True,0.0,True,
woodworking-opt08-strips/p19,label_order_linear(),2,4.23291,0.10329,True,36,36,0,1,1,1,0.0,1,4.31701,0.0533251,True,1,1/1,1,1,4.31701,0.0533251,True,0.0,True,
woodworking-opt08-strips/p19,label_order_relaxed(),2,4.9554,0.136344,True,37,37,0,1,1,1,0.0,1,4.67673,0.0574577,True,1,1/1,1,1,4.67673,0.0574577,True,0.0,True,
woodworking-opt08-strips/p20,label_order_linear(),2,7.35407,0.311571,True,37,37,0,1,1,1,0.0,1,7.41443,0.0742978,True,1,1/1,1,1,7.41443,0.0742978,True,0.0,True,
woodworking-opt08-strips/p20,label_order_relaxed(),2,7.27649,0.595173,True,41,41,0,1,1,1,0.0,1,7.93281,0.0960398,True,1,1/1,1,1,7.93281,0.0960398,True,0.0,True,
woodworking-opt08-strips/p21,label_order_linear(),2,0.0177409,0.00612863,True,10,10,0,1,1,1,0.0,1,0.0160468,0.00513524,True,1,1/1,1,1,0.0160468,0.00513524,True,0.0,True,
woodworking-opt08-strips/p21,label_order_relaxed(),1,0.01665,0.00550174,True,8,8,0,1,1,1,0.0,1,0.0166865,0.00525943,True,1,1/1,1,1,0.0166865,0.00525943,True,0.0,True,
zenotravel/pfile11,label_order_linear(),,0.0309965,,True,,,,,,,,,,,,,,,,,,,,,trivial
zenotravel/pfile11,label_order_relaxed(),,0.0305185,,True,,,,,,,,,,,,,,,,,,,,,trivial
